Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,team,team_id,Playing Time_MP
Łukasz Fabiański,pl POL,GK,39.0,14.0,13,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham,7c21e445,
James Ward-Prowse,eng ENG,MF,29.0,15.0,12,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.9,3.6,11.0,54.0,9.0,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,Matches,West Ham,7c21e445,
Vladimír Coufal,cz CZE,DF,31.0,22.0,11,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,26.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,West Ham,7c21e445,
Michail Antonio,jm JAM,FW,34.0,14.0,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,West Ham,7c21e445,
Aaron Cresswell,eng ENG,DF,34.0,18.0,10,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.6,6.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,Matches,West Ham,7c21e445,
Crysencio Summerville,nl NED,"FW,MF",22.0,19.0,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,West Ham,7c21e445,
Oliver Scarles,eng ENG,"DF,FW",18.0,15.0,7,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,12.0,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,West Ham,7c21e445,
Niclas Füllkrug,de GER,FW,31.0,18.0,6,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.9,4.1,7.0,14.0,31.0,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,Matches,West Ham,7c21e445,
Danny Ings,eng ENG,"FW,MF",32.0,15.0,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,West Ham,7c21e445,
Andy Irving,sct SCO,MF,24.0,10.0,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,West Ham,7c21e445,
Evan Ferguson,ie IRL,FW,19.0,8.0,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,Matches,West Ham,7c21e445,
Luis Guilherme,br BRA,"MF,FW",18.0,12.0,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches,West Ham,7c21e445,
Lewis Orford,eng ENG,MF,18.0,2.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,West Ham,7c21e445,
Kaelan Casey,eng ENG,DF,19.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham,7c21e445,
Wes Foderingham,eng ENG,GK,33.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham,7c21e445,
Ezra Mayers,bb BRB,DF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham,7c21e445,
Squad Total,nan,nan,28.1,38.0,418,3420.0,38.0,43.0,29.0,72.0,40.0,3.0,3.0,82.0,3.0,47.0,44.7,33.9,78.6,632.0,1222.0,1214.0,1.13,0.76,1.89,1.05,1.82,1.24,0.89,2.13,1.18,2.07,nan,West Ham,7c21e445,
Opponent Total,nan,nan,26.1,38.0,418,3420.0,38.0,59.0,45.0,104.0,56.0,3.0,3.0,56.0,1.0,59.7,57.4,47.6,105.0,832.0,1622.0,1610.0,1.55,1.18,2.74,1.47,2.66,1.57,1.25,2.82,1.51,2.76,nan,West Ham,7c21e445,
Bruno Fernandes,pt POR,MF,29.0,,35,3018.0,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,9.9,7.6,8.5,16.1,77.0,325.0,129.0,0.24,0.3,0.54,0.15,0.45,0.3,0.25,0.55,0.23,0.48,Matches,Manchester Utd,19538871,36.0
André Onana,cm CMR,GK,28.0,,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd,19538871,34.0
Noussair Mazraoui,ma MAR,DF,26.0,,34,2838.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.5,2.2,42.0,115.0,58.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches,Manchester Utd,19538871,37.0
Diogo Dalot,pt POR,DF,25.0,,31,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.1,62.0,103.0,168.0,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,Matches,Manchester Utd,19538871,33.0
Matthijs de Ligt,nl NED,DF,24.0,,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,Matches,Manchester Utd,19538871,29.0
Alejandro Garnacho,ar ARG,"MF,FW",20.0,,23,2199.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.3,7.3,4.5,11.8,141.0,56.0,290.0,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.48,0.3,0.48,Matches,Manchester Utd,19538871,36.0
Rasmus Højlund,dk DEN,FW,21.0,,23,2004.0,22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,5.3,5.3,1.8,7.1,28.0,18.0,101.0,0.18,0.0,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,Matches,Manchester Utd,19538871,32.0
Manuel Ugarte,uy URU,MF,23.0,,22,1785.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,1.1,2.1,16.0,61.0,20.0,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,Matches,Manchester Utd,19538871,29.0
Amad Diallo,ci CIV,"MF,FW",22.0,,20,1901.0,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,4.7,4.7,4.9,9.6,109.0,60.0,200.0,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,Matches,Manchester Utd,19538871,26.0
Lisandro Martínez,ar ARG,DF,26.0,,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester Utd,19538871,20.0
Harry Maguire,eng ENG,DF,31.0,,19,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.8,1.8,0.6,2.4,7.0,51.0,7.0,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12,Matches,Manchester Utd,19538871,27.0
Kobbie Mainoo,eng ENG,MF,19.0,,19,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.3,22.0,65.0,47.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,Matches,Manchester Utd,19538871,25.0
Casemiro,br BRA,MF,32.0,,18,1494.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,2.3,4.2,4.0,84.0,28.0,0.06,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,Matches,Manchester Utd,19538871,24.0
Joshua Zirkzee,nl NED,"FW,MF",23.0,,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,1.5,6.3,14.0,44.0,69.0,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches,Manchester Utd,19538871,32.0
Leny Yoro,fr FRA,DF,18.0,,12,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Manchester Utd,19538871,21.0
Marcus Rashford,eng ENG,"FW,MF",26.0,,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester Utd,19538871,15.0
Christian Eriksen,dk DEN,MF,32.0,,11,1061.0,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.4,0.6,3.2,3.8,13.0,55.0,29.0,0.08,0.17,0.25,0.0,0.17,0.12,0.27,0.39,0.05,0.32,Matches,Manchester Utd,19538871,23.0
Patrick Dorgu,dk DEN,DF,19.0,,10,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.7,1.2,41.0,34.0,83.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12,Matches,Manchester Utd,19538871,12.0
Mason Mount,eng ENG,MF,25.0,,8,622.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.2,3.2,0.6,3.8,15.0,33.0,41.0,0.14,0.0,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,Matches,Manchester Utd,19538871,17.0
Victor Lindelöf,se SWE,DF,30.0,,6,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester Utd,19538871,16.0
Altay Bayındır,tr TUR,GK,26.0,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd,19538871,4.0
Luke Shaw,eng ENG,DF,29.0,,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,7.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,Matches,Manchester Utd,19538871,7.0
Harry Amass,eng ENG,DF,17.0,,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Manchester Utd,19538871,5.0
Jonny Evans,nir NIR,DF,36.0,,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Manchester Utd,19538871,7.0
Ayden Heaven,eng ENG,DF,17.0,,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Manchester Utd,19538871,4.0
Tyler Fredricson,eng ENG,DF,19.0,,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester Utd,19538871,2.0
Tyrell Malacia,nl NED,DF,24.0,,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester Utd,19538871,3.0
Chidozie Obi-Martin,dk DEN,FW,16.0,,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,Manchester Utd,19538871,7.0
Toby Collyer,eng ENG,MF,20.0,,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester Utd,19538871,6.0
Antony,br BRA,"DF,MF",24.0,,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester Utd,19538871,8.0
Scott McTominay,sct SCO,MF,27.0,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester Utd,19538871,2.0
Jayce Fitzgerald,eng ENG,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Jack Fletcher,eng ENG,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Hubert Graczyk,pl POL,GK,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Elyh Harrison,eng ENG,GK,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Tom Heaton,eng ENG,GK,38.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Sekou Koné,ml MLI,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Godwill Kukonki,eng ENG,DF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Dermot Mee,nir NIR,GK,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Jack Moorhouse,ie IRL,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Ethan Wheatley,eng ENG,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester Utd,19538871,0.0
Squad Total,nan,nan,25.5,,418,3420.0,38.0,42.0,29.0,71.0,38.0,4.0,4.0,86.0,3.0,52.6,49.4,39.7,89.1,697.0,1448.0,1433.0,1.11,0.76,1.87,1.0,1.76,1.38,1.04,2.43,1.3,2.35,nan,Manchester Utd,19538871,38.0
Opponent Total,nan,nan,26.4,,418,3420.0,38.0,52.0,36.0,88.0,49.0,3.0,4.0,71.0,3.0,53.8,50.8,38.4,89.2,672.0,1184.0,1172.0,1.37,0.95,2.32,1.29,2.24,1.42,1.01,2.43,1.34,2.35,nan,Manchester Utd,19538871,38.0
Rayan Aït-Nouri,dz ALG,DF,23.0,37.0,37,3109.0,34.5,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,2.7,2.7,5.5,8.2,89.0,108.0,176.0,0.12,0.2,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24,Matches,Wolves,8cec06e1,
João Gomes,br BRA,MF,23.0,36.0,35,2974.0,33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.9,2.9,1.2,4.1,59.0,165.0,76.0,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,Matches,Wolves,8cec06e1,
Nélson Semedo,pt POR,DF,30.0,34.0,32,2886.0,32.1,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,2.8,3.7,67.0,80.0,119.0,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,Matches,Wolves,8cec06e1,
André,br BRA,MF,23.0,33.0,31,2472.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.8,1.3,10.0,109.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Wolves,8cec06e1,
Toti Gomes,pt POR,DF,25.0,31.0,30,2614.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.7,27.0,86.0,18.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06,Matches,Wolves,8cec06e1,
Jørgen Strand Larsen,no NOR,FW,24.0,35.0,30,2587.0,28.7,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0,10.3,10.3,3.0,13.3,17.0,29.0,112.0,0.49,0.14,0.63,0.49,0.63,0.36,0.1,0.46,0.36,0.46,Matches,Wolves,8cec06e1,
José Sá,pt POR,GK,31.0,29.0,29,2609.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolves,8cec06e1,
Matheus Cunha,br BRA,"MF,FW",25.0,33.0,29,2597.0,28.9,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0,8.6,8.6,7.7,16.4,112.0,144.0,161.0,0.52,0.21,0.73,0.52,0.73,0.3,0.27,0.57,0.3,0.57,Matches,Wolves,8cec06e1,
Matt Doherty,ie IRL,DF,32.0,30.0,25,2109.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.6,29.0,79.0,41.0,0.09,0.04,0.13,0.09,0.13,0.04,0.07,0.11,0.04,0.11,Matches,Wolves,8cec06e1,
Jean-Ricner Bellegarde,ht HAI,"MF,FW",26.0,35.0,20,1677.0,18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,3.8,5.3,52.0,43.0,89.0,0.11,0.38,0.48,0.11,0.48,0.08,0.2,0.29,0.08,0.29,Matches,Wolves,8cec06e1,
Santiago Bueno,uy URU,DF,25.0,29.0,18,1687.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Wolves,8cec06e1,
Emmanuel Agbadou,ci CIV,DF,27.0,16.0,16,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.2,1.1,6.0,31.0,2.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches,Wolves,8cec06e1,
Mario Lemina,ga GAB,"MF,DF",30.0,17.0,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches,Wolves,8cec06e1,
Marshall Munetsi,zw ZIM,"MF,FW",28.0,14.0,12,1078.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.3,3.3,1.8,5.1,9.0,10.0,35.0,0.17,0.08,0.25,0.17,0.25,0.28,0.15,0.42,0.28,0.42,Matches,Wolves,8cec06e1,
Gonçalo Guedes,pt POR,"MF,FW",27.0,29.0,10,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.2,3.2,1.3,4.5,41.0,40.0,79.0,0.18,0.36,0.54,0.18,0.54,0.29,0.11,0.4,0.29,0.4,Matches,Wolves,8cec06e1,
Craig Dawson,eng ENG,DF,34.0,15.0,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Wolves,8cec06e1,
Pablo Sarabia,es ESP,"MF,FW",32.0,23.0,7,814.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,1.8,4.6,15.0,60.0,62.0,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51,Matches,Wolves,8cec06e1,
Rodrigo Gomes,pt POR,"DF,FW",21.0,25.0,7,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,23.0,27.0,81.0,0.22,0.0,0.22,0.22,0.22,0.08,0.1,0.18,0.08,0.18,Matches,Wolves,8cec06e1,
Sam Johnstone,eng ENG,GK,31.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Hwang Hee-chan,kr KOR,"MF,FW",28.0,21.0,5,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,15.0,12.0,42.0,0.27,0.0,0.27,0.27,0.27,0.11,0.02,0.13,0.11,0.13,Matches,Wolves,8cec06e1,
Yerson Mosquera,co COL,DF,23.0,5.0,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolves,8cec06e1,
Tommy Doyle,eng ENG,MF,22.0,24.0,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,Matches,Wolves,8cec06e1,
Daniel Bentley,eng ENG,GK,31.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Carlos Forbs,pt POR,"MF,FW",20.0,10.0,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Wolves,8cec06e1,
Pedro Lima,br BRA,DF,18.0,3.0,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches,Wolves,8cec06e1,
Nasser Djiga,bf BFA,DF,21.0,5.0,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Daniel Podence,pt POR,"MF,FW",28.0,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolves,8cec06e1,
Chiquinho,pt POR,MF,24.0,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Wolves,8cec06e1,
Mateus Mane,pt POR,MF,16.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Tom King,wls WAL,GK,29.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Alfie Pond,eng ENG,DF,20.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Boubacar Traoré,ml MLI,MF,22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,8cec06e1,
Tawanda Chirewa,zw ZIM,MF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves,8cec06e1,
Luke Cundle,eng ENG,MF,22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves,8cec06e1,
Tom Edozie,eng ENG,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolves,8cec06e1,
